id,x,y,z
TEST_00040,2.366489,0.3143619,-0.26728243
TEST_00041,3.2246542,-0.41087118,0.69659775
TEST_00042,3.3500702,-1.5119004,-0.5101025
TEST_00043,4.0910707,1.6784337,0.894222
TEST_00044,2.414495,-0.7595189,-0.22949612
TEST_00045,1.5616143,0.41113362,-0.11862648
TEST_00046,4.454111,-0.17874748,0.5994838
TEST_00047,1.4814147,-0.26192522,-0.22591485
TEST_00048,4.1505704,-0.94028956,0.49423683
TEST_00049,2.228776,0.30985817,0.2946544
TEST_00050,1.0746173,0.5481737,-0.24140216
TEST_00051,3.2205913,-0.3602058,-1.0471107
TEST_00052,4.3985834,0.57945055,1.5101187
TEST_00053,2.7853653,0.07134451,0.16112176
TEST_00054,2.5462883,0.22798608,1.0008731
TEST_00055,1.5474217,0.087028645,0.36278394
TEST_00056,3.3771756,-0.7677391,-1.1105797
TEST_00057,1.3342932,0.20980899,-0.18324664
TEST_00058,3.5297687,-0.6188048,-0.2745108
TEST_00059,3.1903124,-0.45216462,-0.1376524
TEST_00060,2.0192955,-0.93990105,-0.64369035
TEST_00061,1.9339451,0.013062146,0.3458308
TEST_00062,2.1799445,0.042919993,0.79126734
TEST_00063,2.7094922,-0.009729937,-0.741967
TEST_00064,1.8534608,-0.23726189,0.5457249
TEST_00065,2.8586957,-1.3804221,-0.7437475
TEST_00066,2.3042994,0.52814955,-0.32900485
TEST_00067,3.6643996,0.1307762,0.19542758
TEST_00068,3.126741,-0.21404393,0.04123253
TEST_00069,3.0594447,-0.42429814,-0.2756299
TEST_00070,1.3556046,0.51999545,0.5245764
TEST_00071,2.685542,-0.7854183,0.67093533
TEST_00072,2.2476933,1.0288303,0.78022355
TEST_00073,3.1237135,-1.1835332,0.9201563
TEST_00074,1.3440711,0.5325494,0.22132872
TEST_00075,0.9293928,0.32900685,-0.26156878
TEST_00076,3.970752,0.19962685,1.0453587
TEST_00077,3.3509927,-1.3219205,-1.086884
TEST_00078,1.2721783,-0.4683324,0.19358927
TEST_00079,4.744734,-1.3916798,1.3009168
TEST_00080,1.4349216,0.49123877,0.415381
TEST_00081,3.6272025,-1.1662507,1.2475716
TEST_00082,2.2128525,0.20575611,0.40079623
TEST_00083,2.9965293,0.6530028,0.5706723
TEST_00084,2.5973473,0.30331522,-0.1865182
TEST_00085,1.9717212,-0.43171397,0.031202365
TEST_00086,2.1076245,1.2925496,0.20394789
TEST_00087,3.9149504,-0.8737874,0.60914594
TEST_00088,5.237879,-2.196413,1.3160567
TEST_00089,3.3182323,3.145635e-05,0.15379712
TEST_00090,3.0337355,0.62339604,0.47678864
TEST_00091,1.2374308,-0.31324586,0.2150383
TEST_00092,2.0058398,-0.46617538,-0.5225875
TEST_00093,2.4468179,0.5027099,-0.36572248
TEST_00094,1.77702,0.5780716,0.27091148
TEST_00095,3.8450067,-0.21354724,-0.87541413
TEST_00096,2.0947304,0.82271385,-0.43014628
TEST_00097,2.8098109,-0.09135177,0.24254455
TEST_00098,4.8084216,-1.0764067,-0.118496716
TEST_00099,3.6643174,0.8203959,0.7279155
TEST_00100,1.0405879,0.2955295,0.37096843
TEST_00101,1.5968208,-0.34027183,-0.10312719
TEST_00102,1.8447305,0.5000933,0.4215533
TEST_00103,3.727302,0.08912912,0.79775095
TEST_00104,2.005332,0.0783677,-0.26411748
TEST_00105,1.2659696,0.52018744,0.39346728
TEST_00106,3.1610205,-0.07975571,-1.1020668
TEST_00107,4.1805325,-0.38382232,1.0749595
TEST_00108,2.987541,-1.0777148,-0.49658
TEST_00109,1.0256509,-0.17337711,-0.11760358
TEST_00110,2.5504086,-1.6549026,0.4294963
TEST_00111,2.9990206,-0.42990485,-0.64424455
TEST_00112,3.52814,0.48280895,-0.57759196
TEST_00113,3.060636,-0.16235693,0.4814068
TEST_00114,2.8351624,-0.44199476,1.1976521
TEST_00115,1.2106262,-0.18185136,0.3898427
TEST_00116,3.6924024,-0.85428226,-0.71589035
TEST_00117,3.1327748,0.46007058,0.7478289
TEST_00118,1.6797068,0.6131314,0.49734652
TEST_00119,4.8519692,-0.026219416,-0.35831577
TEST_00120,2.7190146,-0.9967358,0.50429934
TEST_00121,4.855005,-1.0333246,1.3204584
TEST_00122,4.271999,0.5136266,0.5605217
TEST_00123,1.7096118,0.9317092,-0.097780794
TEST_00124,1.7355005,0.19340718,-0.19067061
TEST_00125,2.1279933,-0.77855545,0.74199545
TEST_00126,1.5277276,-0.35280836,-0.30892307
TEST_00127,1.9154141,0.33449054,0.13489544
TEST_00128,3.330782,1.9580816,0.5289378
TEST_00129,3.5486283,0.4506609,0.47015426
TEST_00130,2.7096298,-0.13412926,-0.010433691
TEST_00131,1.5881401,0.110244595,0.2999618
TEST_00132,4.5065413,0.5939052,0.6133149
TEST_00133,2.3421226,0.6407764,0.4964885
TEST_00134,1.4275779,0.7879448,0.4118175
TEST_00135,2.0468588,0.92589223,0.34600553
TEST_00136,3.3612757,-0.117823936,-1.0030992
TEST_00137,1.8288856,0.85234886,-0.7216648
TEST_00138,3.1639636,0.55856305,-0.80812794
TEST_00139,1.7896242,-0.77564734,-0.50199616
TEST_00140,0.89331734,0.5137614,0.2876099
TEST_00141,1.9612288,-0.5587844,0.13872397
TEST_00142,1.1574788,-0.060228575,0.22372675
TEST_00143,4.212188,0.1811821,0.9652273
TEST_00144,2.1376278,-0.19696836,-0.07768908
TEST_00145,5.173563,0.014683917,-0.55017626
TEST_00146,3.0664456,-0.218497,-1.2799336
TEST_00147,2.201545,-0.08505732,0.73665947
TEST_00148,2.7977629,1.0017898,-0.57309896
TEST_00149,3.364522,1.1923008,0.54198223
TEST_00150,4.7404413,1.0753084,0.80482453
TEST_00151,2.2974224,0.09930094,-0.12711482
TEST_00152,2.4546392,0.8183318,0.42443535
TEST_00153,3.7431643,-0.37689975,-0.5759689
TEST_00154,2.9436753,0.22786002,-0.19870527
TEST_00155,1.9750037,0.17934702,-0.59006906
TEST_00156,1.9481137,-0.47686562,0.3996662
TEST_00157,2.3909485,-0.5611627,0.6131829
TEST_00158,2.6684427,-1.4336871,1.0780387
TEST_00159,3.8457363,-1.2363313,2.1161885
TEST_00160,1.5147837,-0.020924807,-0.07644654
TEST_00161,1.1299999,0.60007155,0.028857654
TEST_00162,1.3231617,0.93443227,-0.07813816
TEST_00163,3.7263458,0.20411742,0.060037762
TEST_00164,2.507356,0.07995452,1.0456767
TEST_00165,1.9038851,0.45752555,0.5069111
TEST_00166,2.9394238,-0.56646097,-0.17506671
TEST_00167,3.7881758,-0.05421806,0.27459553
TEST_00168,5.492037,0.31393746,0.09935489
TEST_00169,2.6283894,-0.4664816,-0.18404965
TEST_00170,0.9024622,0.39905316,0.2809368
TEST_00171,3.4661286,-0.14807835,-0.04482635
TEST_00172,4.9780464,0.7876148,-0.87905127
TEST_00173,1.2951999,0.18137139,-0.07702801
TEST_00174,3.1328225,1.9372957,-0.18130425
TEST_00175,3.4011996,0.58636755,0.5193226
TEST_00176,0.98211485,-0.60847306,-0.17513728
TEST_00177,1.5402693,0.7637395,-0.21720122
TEST_00178,5.223974,0.5625558,-0.1274904
TEST_00179,3.833073,1.4331865,0.12972096
TEST_00180,3.1532867,0.38777953,0.27222684
TEST_00181,2.8974302,0.16906679,0.024662413
TEST_00182,1.4742172,-0.4190754,-0.3194983
TEST_00183,2.0711493,-0.18508427,0.36751318
TEST_00184,3.090058,-0.100852,-0.25974244
TEST_00185,3.0252085,0.84729195,-0.43763712
TEST_00186,2.4486296,-0.10772823,-0.38300943
TEST_00187,3.622294,-0.6539048,0.34211653
TEST_00188,2.511232,-0.36672443,-0.013394086
TEST_00189,1.4301504,0.7449405,0.3047573
TEST_00190,3.0196497,-1.8817323,1.1543366
TEST_00191,2.7841291,0.4205586,0.35332242
TEST_00192,2.3587034,-0.69553554,1.1012119
TEST_00193,2.9103217,-1.1133264,1.0993495
TEST_00194,1.3711698,0.16911449,0.09609659
TEST_00195,2.2180986,0.6494661,0.5365681
TEST_00196,3.311425,-0.27507377,0.53153473
TEST_00197,1.9900192,-0.034522414,0.087437965
TEST_00198,3.7278173,-0.19061273,0.7419223
TEST_00199,3.2917767,-0.58078134,-1.1071264
TEST_00200,4.752282,0.28326097,-0.19417527
TEST_00201,1.8180963,1.0961207,-0.19344604
TEST_00202,1.7777172,0.41793644,-0.4753812
TEST_00203,3.107419,-0.4044402,0.07226944
TEST_00204,3.215652,0.9926189,-0.009615891
TEST_00205,1.285898,0.48879206,0.2477727
TEST_00206,4.1572633,0.41985255,0.5474752
TEST_00207,3.819037,0.7561954,-0.15124187
TEST_00208,4.602812,-0.3405071,0.8285854
TEST_00209,2.2361696,0.6595537,0.1727069
TEST_00210,2.4689415,-0.17191507,0.21285987
TEST_00211,4.088625,0.26819357,0.1819058
TEST_00212,4.080228,1.0473139,0.04196889
TEST_00213,2.2731059,0.6966893,-0.25319627
TEST_00214,3.0732045,0.07338898,0.4133368
TEST_00215,2.8149557,0.29272953,0.28061467
TEST_00216,2.8065338,-0.51614887,1.5629747
TEST_00217,1.5043253,0.17400329,0.72924453
TEST_00218,5.2923746,0.22213125,-1.2260836
TEST_00219,1.3867707,-0.2853098,-0.22201647
TEST_00220,3.2227988,-0.20260125,-0.7840969
TEST_00221,2.9899907,0.26391035,-0.100258015
TEST_00222,1.3863527,0.47751802,0.2858804
TEST_00223,3.750288,-0.40690452,0.27249482
TEST_00224,1.3078532,0.5845808,0.08982052
TEST_00225,4.93425,-1.7299144,-0.41750997
TEST_00226,3.0233495,-0.2666819,-1.1157074
TEST_00227,4.5160794,0.04900325,0.6176483
TEST_00228,2.2617414,-0.42698124,0.20933113
TEST_00229,3.9515877,1.710439,-0.5681996
TEST_00230,2.3053653,0.19351503,0.58433986
TEST_00231,2.731597,0.8034505,0.121184185
TEST_00232,3.4319084,1.7404239,0.06508678
TEST_00233,3.3156986,1.0386939,-0.8398961
TEST_00234,1.9597795,0.67282933,-0.047970008
TEST_00235,1.9974036,0.06312363,0.20417865
TEST_00236,3.4581723,-1.7283068,1.3480018
TEST_00237,2.0955405,0.93616253,0.195724
TEST_00238,1.7429205,-0.24048358,-0.65454954
TEST_00239,6.3197074,-0.5734205,-0.83092606
TEST_00240,2.5756724,1.6320387,0.5971664
TEST_00241,4.7158785,0.87491107,1.3309449
TEST_00242,1.3089169,0.41484374,-0.39072883
TEST_00243,2.0255725,0.83544195,-0.87954694
TEST_00244,3.353182,0.2310901,0.057805136
TEST_00245,2.2537441,0.9677636,-0.26802883
TEST_00246,4.0240397,-0.26944074,0.16223225
TEST_00247,4.4854307,-1.038473,0.3118157
TEST_00248,1.2289311,0.58167624,-0.10622758
TEST_00249,3.7864075,0.2623139,-0.44330496
TEST_00250,2.0426188,-0.013111558,-0.007554656
TEST_00251,3.6739902,-0.06897789,-0.09184986
TEST_00252,3.0733325,0.22374457,-0.57652503
TEST_00253,2.7698965,-0.31533638,-0.23026155
TEST_00254,1.5995113,-0.65339947,-0.020826489
TEST_00255,1.881409,0.0138020115,0.026023809
TEST_00256,1.0757955,0.3620285,0.6373335
TEST_00257,1.7898582,0.15182328,0.09036209
TEST_00258,2.5248978,0.7772678,0.45617563
TEST_00259,3.2583282,0.30203754,0.9998634
TEST_00260,2.4136293,0.88161266,0.20700705
TEST_00261,1.6573576,0.120951414,0.45185357
TEST_00262,1.0537909,-0.021180443,0.2234091
TEST_00263,2.1312554,0.33831483,0.6637813
TEST_00264,3.4607162,-0.05615968,-0.4047215
TEST_00265,1.2029386,0.49218708,0.5804889
TEST_00266,2.799823,0.41510892,-0.01217941
TEST_00267,1.2770859,0.5454554,-0.3046677
TEST_00268,3.2558746,0.3035523,-1.0243843
TEST_00269,2.782812,-1.3067807,0.39867207
TEST_00270,2.7866538,-0.49642074,-0.43453643
TEST_00271,3.036567,0.91147584,0.2849297
TEST_00272,2.683079,0.2715548,-0.30330464
TEST_00273,1.7915426,0.12655257,-0.351394
TEST_00274,1.5689361,0.70431733,0.13426593
TEST_00275,2.1125038,-0.3026568,0.3525004
TEST_00276,3.9394329,-0.50745165,0.6765703
TEST_00277,3.3167963,-1.2305659,0.94654524
TEST_00278,3.9240556,-1.1169375,-0.5862328
TEST_00279,5.392322,-1.4733263,-1.0039248
TEST_00280,3.1156778,1.5775764,-0.91357595
TEST_00281,2.0800037,1.5693243,-0.56091744
TEST_00282,1.4656651,-0.720557,0.89275134
TEST_00283,1.3193581,0.58407617,0.47342804
TEST_00284,2.7141063,0.011380281,0.27158248
TEST_00285,1.5464348,0.33798826,-0.35068628
TEST_00286,2.0274098,0.24368419,0.25701854
TEST_00287,2.414377,-1.0697016,-0.51182777
TEST_00288,5.4451375,2.332369,0.61018
TEST_00289,4.349123,0.38037163,0.83295745
TEST_00290,1.9801484,-0.32327884,-0.0025511119
TEST_00291,0.9014266,0.2874292,-0.07423197
TEST_00292,4.1196427,0.9876848,1.9007951
TEST_00293,1.6557814,0.20785595,0.2561915
TEST_00294,1.8187636,-1.1663482,0.2396906
TEST_00295,3.4590595,-0.13503747,0.5302251
TEST_00296,3.0187929,-0.7913299,-0.5819625
TEST_00297,1.5900371,-0.7019203,-0.34318864
TEST_00298,3.5046353,0.9440381,-1.32825
TEST_00299,4.3639193,0.7980598,-0.58506805
TEST_00300,2.1092749,0.87757146,-0.572151
TEST_00301,1.6596372,0.18604204,-0.2754977
TEST_00302,1.6607212,-0.07377146,0.29178303
TEST_00303,3.1925159,0.5149109,-0.032348774
TEST_00304,1.8670175,-0.15924105,-0.45635733
TEST_00305,4.014388,0.60233057,0.82666886
TEST_00306,1.0345165,-0.3713333,0.05376576
TEST_00307,4.162739,0.015908185,-0.81333303
TEST_00308,2.8604155,-0.52230626,0.0776469
TEST_00309,3.6959996,-0.8161887,0.6136906
TEST_00310,5.1379685,-1.3395739,1.605256
TEST_00311,2.9494526,-0.8542943,-0.07194365
TEST_00312,1.2116864,0.3045521,-0.1742836
TEST_00313,1.7476234,-0.06288594,0.3464567
TEST_00314,2.244821,0.20561975,0.043570735
TEST_00315,1.6411648,-0.3932957,-0.45153552
TEST_00316,3.5803132,-0.32529068,1.2702985
TEST_00317,3.41194,1.8560364,0.18689106
TEST_00318,1.4718937,0.25920868,-0.07171302
TEST_00319,5.321916,-0.06748471,-0.3836602
TEST_00320,1.2971883,-0.19313811,-0.16965243
TEST_00321,5.3595333,0.5314752,0.64488804
TEST_00322,3.9549792,0.3300499,-0.47602397
TEST_00323,3.858886,0.92591566,0.82013255
TEST_00324,2.7201934,-0.6437833,-0.26442277
TEST_00325,0.89325744,0.20731157,0.25702748
TEST_00326,4.8011365,0.43929747,-0.2226472
TEST_00327,2.0470808,0.18457694,0.18238121
TEST_00328,3.3662524,-0.24450871,-0.30232018
TEST_00329,2.9168477,0.4540117,0.058884386
TEST_00330,1.5506179,0.614219,0.033077113
TEST_00331,0.8151524,0.1708186,-0.053313203
TEST_00332,2.7978323,0.4165094,1.0796816
TEST_00333,2.6749825,-0.7816229,-0.36314875
TEST_00334,1.3808563,0.9566686,-0.16683823
TEST_00335,3.7110534,0.1292551,-0.048496217
TEST_00336,2.958429,-0.34251955,0.22645187
TEST_00337,1.8115522,0.24671218,0.1851782
TEST_00338,5.474796,0.007374147,-0.85101247
TEST_00339,3.6972456,0.09442887,-0.017847553
TEST_00340,2.2980871,0.9605715,0.52511257
TEST_00341,3.6269104,0.14174263,0.06825144
TEST_00342,1.8566082,-0.55840164,-0.7780622
TEST_00343,1.5880845,-0.6679118,-0.31751803
TEST_00344,1.5369636,-0.14424802,-0.04251288
TEST_00345,1.6644355,-0.105504006,-0.15451536
TEST_00346,2.5788803,0.43910593,0.5636733
TEST_00347,3.8758857,0.3485354,-0.69297886
TEST_00348,1.9722676,0.53691703,0.004669618
TEST_00349,2.0801768,-0.993524,0.10427576
TEST_00350,3.362729,-1.5592278,-0.31500232
TEST_00351,2.3454776,-0.768486,-0.56576717
TEST_00352,3.3949566,-1.1023327,1.2157587
TEST_00353,3.5290318,1.2057593,-0.59810925
TEST_00354,2.771034,0.29401317,-0.05989277
TEST_00355,1.8968812,-0.0652169,0.084722616
TEST_00356,2.3055255,0.4681673,0.12208471
TEST_00357,2.8580008,-0.75269216,0.19433102
TEST_00358,1.3803982,0.1216939,0.10319302
TEST_00359,2.9076328,1.3917276,0.21356773
TEST_00360,3.1343591,1.959479,1.3695403
TEST_00361,4.6514187,0.2522232,0.4457346
TEST_00362,2.5587115,-0.52541345,0.17370844
TEST_00363,3.0021238,0.10553974,-1.2548897
TEST_00364,3.737078,-1.5092963,0.10465998
TEST_00365,2.9208362,0.67509556,0.8746499
TEST_00366,5.1738153,-0.4358145,-0.18517075
TEST_00367,1.8796153,-0.4637665,-0.46045598
TEST_00368,1.0576361,0.188256,-0.32542467
TEST_00369,4.315722,0.43053854,-0.49705473
TEST_00370,1.4406645,0.76922065,0.16906561
TEST_00371,1.8792611,0.37350747,0.22607376
TEST_00372,1.6634947,0.47327176,0.657405
TEST_00373,2.9785154,0.37975767,0.20757018
TEST_00374,1.0853627,-0.30816752,-0.2594748
TEST_00375,3.4470246,0.9495887,-0.22618067
TEST_00376,1.098249,-0.6972445,-0.12654789
TEST_00377,2.2290866,-0.15643978,0.4002101
TEST_00378,1.6320924,-0.67272943,-0.099625826
TEST_00379,1.8041842,-0.915161,-0.46661535
TEST_00380,2.7986782,-0.6555398,0.3208438
TEST_00381,3.482977,0.023993395,0.3226335
TEST_00382,2.1743965,0.32875195,0.4857423
TEST_00383,4.038608,-0.41472477,-0.4087782
TEST_00384,2.161135,-0.45365113,-0.5287676
TEST_00385,3.5636191,-1.4742434,-0.090049356
TEST_00386,3.0244813,-0.029923525,-0.16889468
TEST_00387,2.1807857,0.024506114,-0.03609394
TEST_00388,1.6666341,-0.10565738,0.19292647
TEST_00389,2.4193835,0.46632543,1.4433863
TEST_00390,4.427236,0.28280434,-0.6513134
TEST_00391,1.6149867,-0.5453904,-0.06109632
TEST_00392,3.0715318,1.6035211,1.54156
TEST_00393,1.9272937,-0.17920746,0.56034756
TEST_00394,2.8738496,-0.60699844,0.5733665
TEST_00395,1.0249906,0.113832936,-0.2228105
TEST_00396,3.8272471,0.7626109,0.32723403
TEST_00397,3.3530009,0.8275916,-0.84080905
TEST_00398,1.176165,-0.122826114,0.28290525
TEST_00399,5.77028,1.0398202,0.28147087
TEST_00400,3.9237914,-0.12852529,0.24099828
TEST_00401,1.8432636,-1.1809158,-0.18187788
TEST_00402,3.7260823,1.2809353,0.3315985
TEST_00403,3.0233634,-2.3586698,0.40677255
TEST_00404,3.130168,-0.24659295,-0.48541394
TEST_00405,2.1978528,1.0725764,0.7434308
TEST_00406,2.9690995,-0.36493933,0.8364224
TEST_00407,1.311698,0.84661025,-0.13428697
TEST_00408,4.534864,1.4870032,1.0854315
TEST_00409,3.1882248,0.34274936,0.2497216
TEST_00410,1.6053004,0.4518124,0.4043228
TEST_00411,3.596916,0.24205677,-0.32932925
TEST_00412,2.09644,-0.4438302,0.55501467
TEST_00413,2.3242214,-0.35004705,-0.089681976
TEST_00414,1.7292361,0.4123135,-0.12391449
TEST_00415,3.961965,1.0110518,-0.58589494
TEST_00416,1.614182,0.2742981,-0.21369867
TEST_00417,3.6226614,-1.4347931,1.1960986
TEST_00418,1.8521087,0.25634998,0.23793705
TEST_00419,4.0126476,0.41234836,0.48607072
TEST_00420,1.3539675,0.13702251,0.05102814
TEST_00421,2.9408374,-0.44598275,-1.0051582
TEST_00422,1.6411982,-0.1049205,-0.6649518
TEST_00423,2.6096344,-0.7315587,-0.85521793
TEST_00424,1.1235199,-0.52770126,0.3439093
TEST_00425,2.5721354,0.82071215,0.3012936
TEST_00426,3.1078858,0.24784942,-0.7491988
TEST_00427,2.956514,-0.28628406,-0.5276063
TEST_00428,1.7798419,0.009523567,0.2279798
TEST_00429,4.1485343,0.03958627,0.07595873
TEST_00430,1.1427027,0.23652767,-0.32079005
TEST_00431,2.1847224,0.42024794,-0.050692983
TEST_00432,2.7739594,0.4651187,0.52493083
TEST_00433,2.6134882,1.1308736,-0.06323558
TEST_00434,1.2246507,-0.35644987,0.037092835
TEST_00435,1.8706669,0.76067704,-0.34315932
TEST_00436,2.1644018,0.5219504,-0.02023092
TEST_00437,3.0582566,-1.015938,0.4363539
TEST_00438,2.8049564,1.5690072,0.054437105
TEST_00439,2.476128,1.4379225,1.5425844
TEST_00440,2.9528642,0.44851196,0.6366631
TEST_00441,2.2661092,1.0810288,-0.90199727
TEST_00442,2.771222,0.3888861,-0.23908013
TEST_00443,3.5634873,1.0223767,0.082593344
TEST_00444,2.669756,0.61183244,0.45792174
TEST_00445,2.4797206,0.45245817,0.6334218
TEST_00446,1.9151642,0.44982523,0.030286629
TEST_00447,2.5077534,-0.3824061,-0.6015233
TEST_00448,5.053715,-0.36661822,-0.5601121
TEST_00449,4.8116946,0.7554419,0.15699601
TEST_00450,3.2591834,0.43207428,1.0944532
TEST_00451,3.2896166,0.106977,0.34287325
TEST_00452,4.2650514,-0.36921993,-1.0939807
TEST_00453,2.8824325,0.064816356,-0.27773312
TEST_00454,2.7785435,-0.35284632,0.6630884
TEST_00455,3.2564225,0.24956128,-0.42202574
TEST_00456,1.9481609,0.42635483,0.7272682
TEST_00457,3.7906497,1.105497,-0.69525385
TEST_00458,4.396179,0.06001138,-0.2862016
TEST_00459,4.47846,1.5008688,-0.99536353
TEST_00460,1.8834592,0.47366267,0.34120736
TEST_00461,3.5810838,0.42090827,1.2383349
TEST_00462,2.3453152,-0.0696733,0.898858
TEST_00463,1.2650253,0.4250885,-0.19195738
TEST_00464,4.0142612,0.6166384,-0.5277276
TEST_00465,2.8547122,0.08905528,0.05247687
TEST_00466,1.3140196,-0.6627959,0.21716224
TEST_00467,4.182014,-0.12558664,0.5343189
TEST_00468,2.0746822,0.116254866,-0.024859976
TEST_00469,2.3668277,-0.31987906,-1.5385064
TEST_00470,2.6909785,-0.15641502,-0.413794
TEST_00471,1.3218367,-0.58496964,0.13941541
TEST_00472,1.2899783,-0.7123646,0.5450465
TEST_00473,3.046195,0.85599154,0.6893962
TEST_00474,2.8021605,0.3853532,-0.2809642
TEST_00475,1.5866455,0.022278138,0.7137877
TEST_00476,4.4464526,1.3616339,0.5738553
TEST_00477,1.7835592,0.31121898,0.22362162
TEST_00478,1.3473659,0.6943033,0.57187146
TEST_00479,3.6228745,-0.29438856,1.6351919
TEST_00480,3.831159,-0.5522399,0.056383125
TEST_00481,4.0414114,0.0047047744,1.0303532
TEST_00482,2.4640212,-0.3227699,0.20861283
TEST_00483,0.97429675,-0.46645233,-0.15606146
TEST_00484,2.1429248,0.0509793,0.52115864
TEST_00485,1.6309748,0.59202194,0.049224824
TEST_00486,1.1864454,-0.42357093,0.28506747
TEST_00487,1.0884627,-0.025956493,0.3695
TEST_00488,2.305108,1.1078172,-0.24350598
TEST_00489,3.2025213,0.28294146,-0.22486064
TEST_00490,2.004935,0.8560225,0.37693834
TEST_00491,3.6015234,0.1926547,1.1447147
TEST_00492,4.211202,0.89202034,1.5507455
TEST_00493,2.5423121,-0.11605171,0.3268181
TEST_00494,1.9115591,1.0545202,0.004848856
TEST_00495,1.776981,-0.3663694,-0.059822924
TEST_00496,2.175755,0.7088636,0.3754998
TEST_00497,1.9803094,-0.67957574,0.040844947
TEST_00498,5.3748817,-0.82693213,1.807529
TEST_00499,4.127187,0.30025685,0.25042552
TEST_00500,1.9701532,0.6746605,0.47072557
TEST_00501,2.96087,0.2339645,1.3247417
TEST_00502,1.89894,0.43916076,0.15265797
TEST_00503,1.7894735,0.35032564,0.05969224
TEST_00504,1.9815885,0.094869055,-0.49355814
TEST_00505,3.5418801,1.5474024,-0.24549067
TEST_00506,1.8944829,0.32262638,0.4816147
TEST_00507,1.3830167,-0.007131748,-0.24917662
TEST_00508,2.2434125,-1.0009133,0.37275955
TEST_00509,1.3167284,-0.435278,0.67500496
TEST_00510,2.0274062,-1.5541593,0.6008506
TEST_00511,2.6781876,-1.0129478,-0.46360034
TEST_00512,2.631018,1.1462724,-0.52488977
TEST_00513,2.540218,0.6395956,-0.5973704
TEST_00514,1.9064426,0.49741006,-0.22755697
TEST_00515,1.3263676,0.32397664,-0.10332405
TEST_00516,4.025778,-0.3797932,1.0281149
TEST_00517,1.6409178,-0.3783349,-0.17206642
TEST_00518,3.8387656,0.49669015,-0.042270653
TEST_00519,3.5922287,-0.8194919,-0.9638222
TEST_00520,5.046779,-0.5818556,0.47875094
TEST_00521,2.1879284,-0.8412666,-0.085566744
TEST_00522,3.627509,1.3124087,-0.08984034
TEST_00523,2.1715474,-1.3540164,-0.2705486
TEST_00524,3.0821989,0.2962755,-0.38456902
TEST_00525,1.5848727,0.7124934,-0.20458952
TEST_00526,2.802968,-0.7990082,-0.7555117
TEST_00527,1.7797474,1.0407959,0.23466176
TEST_00528,5.804484,-0.63131446,-0.63906693
TEST_00529,3.4861448,0.2404404,-0.12772617
TEST_00530,2.9318094,-0.06813736,-0.8075742
TEST_00531,3.8676345,-0.27397457,-1.0490824
TEST_00532,2.4871309,-0.95206994,0.26083133
TEST_00533,2.681534,0.2355432,-0.23523585
TEST_00534,1.6708833,0.986598,0.7537509
TEST_00535,1.8858392,-0.6793738,-0.08049953
TEST_00536,3.0199525,0.26110777,1.6434959
TEST_00537,4.0218606,-0.70284724,-0.62742084
TEST_00538,3.514222,-0.06317856,-0.57123446
TEST_00539,2.4137483,0.9355377,-0.3199986
TEST_00540,1.0795636,-0.04415264,-0.16532879
TEST_00541,3.827657,-0.40202665,0.3394875
TEST_00542,1.7723094,0.7832668,-0.10761343
TEST_00543,1.5228947,0.470618,0.16671358
TEST_00544,3.7277253,-0.39898282,-0.55393153
TEST_00545,2.8343189,0.08457178,1.5253357
