id,x,y,z
TEST_00264,3.4618206,-0.054149624,-0.41178504
TEST_00265,1.2015555,0.49134392,0.5771705
TEST_00266,2.794821,0.4129933,-0.014942065
TEST_00267,1.2762548,0.5446004,-0.30534077
TEST_00268,3.2575529,0.3039423,-1.0234557
TEST_00269,2.7752771,-1.3039978,0.40309125
TEST_00270,2.7889388,-0.49556366,-0.43589878
TEST_00271,3.0345066,0.9089588,0.28192717
TEST_00272,2.6814885,0.26957375,-0.30412394
TEST_00273,1.7927573,0.12599218,-0.35560277
TEST_00274,1.5648694,0.70584565,0.13231072
TEST_00275,2.109583,-0.30483535,0.35195628
TEST_00276,3.9402723,-0.5074933,0.6756854
TEST_00277,3.3183017,-1.22784,0.94677097
TEST_00278,3.9230032,-1.1177354,-0.5877931
TEST_00279,5.3915606,-1.4746737,-1.0043095
TEST_00280,3.1142628,1.5756339,-0.91574913
TEST_00281,2.0799732,1.5672654,-0.56332153
TEST_00282,1.4640542,-0.7204197,0.89208686
TEST_00283,1.3159921,0.5841752,0.47027856
TEST_00284,2.709058,0.010598758,0.26875728
TEST_00285,1.5462399,0.33596557,-0.35095567
TEST_00286,2.026974,0.24328125,0.2545627
TEST_00287,2.4150846,-1.0697911,-0.51258296
TEST_00288,5.440636,2.3292959,0.6074735
TEST_00289,4.347342,0.37680793,0.83108634
TEST_00290,1.9757942,-0.3224826,-0.004440024
TEST_00291,0.90392816,0.28864312,-0.07368609
TEST_00292,4.1160946,0.9855854,1.897016
TEST_00293,1.6545773,0.20772885,0.25263652
TEST_00294,1.8204421,-1.1745805,0.23883298
TEST_00295,3.4555032,-0.13672344,0.5283606
TEST_00296,3.0164757,-0.7933981,-0.5842187
TEST_00297,1.5901588,-0.69866633,-0.34629938
TEST_00298,3.5064256,0.9438194,-1.3303871
TEST_00299,4.362586,0.7967903,-0.5873529
TEST_00300,2.106419,0.8778665,-0.5733883
TEST_00301,1.6583122,0.18561731,-0.27856225
TEST_00302,1.6547229,-0.07384402,0.28942856
TEST_00303,3.1916416,0.5140042,-0.034465075
TEST_00304,1.8674664,-0.15937735,-0.45930722
TEST_00305,4.012905,0.6001567,0.8230478
TEST_00306,1.0315486,-0.37025034,0.051880725
TEST_00307,4.163034,0.016388232,-0.81124413
TEST_00308,2.869495,-0.5193585,0.06992765
TEST_00309,3.6946704,-0.81584305,0.6114657
TEST_00310,5.132839,-1.3400813,1.6035223
TEST_00311,2.9496775,-0.85286236,-0.0721784
TEST_00312,1.2112249,0.3051611,-0.17715472
TEST_00313,1.7532073,-0.05725284,0.3444912
TEST_00314,2.242059,0.20179601,0.047599792
TEST_00315,1.6460313,-0.39067033,-0.4541031
TEST_00316,3.5747504,-0.32660598,1.2670983
TEST_00317,3.4101171,1.8536617,0.18515049
TEST_00318,1.4716747,0.2583952,-0.075815015
TEST_00319,5.3191843,-0.069991186,-0.3855366
TEST_00320,1.2953652,-0.19490442,-0.17111333
TEST_00321,5.3597097,0.5306216,0.643587
TEST_00322,3.9558244,0.3286176,-0.4783162
TEST_00323,3.849386,0.91716003,0.81440294
TEST_00324,2.7230828,-0.6414069,-0.26927882
TEST_00325,0.89282864,0.20619126,0.25503382
TEST_00326,4.8004723,0.436323,-0.22396918
TEST_00327,2.0451484,0.18270877,0.18013151
TEST_00328,3.368523,-0.2445518,-0.3032907
TEST_00329,2.91364,0.4518855,0.05501087
TEST_00330,1.5518464,0.61446416,0.03288335
TEST_00331,0.8131108,0.16887677,-0.05564311
TEST_00332,2.796553,0.41462785,1.0759327
TEST_00333,2.6755798,-0.7824978,-0.36377338
TEST_00334,1.3795263,0.95432794,-0.16819587
TEST_00335,3.7060273,0.12550497,-0.05302984
TEST_00336,2.9573703,-0.34487325,0.22314529
TEST_00337,1.8115414,0.24522857,0.18195222
TEST_00338,5.473931,0.004615331,-0.85019016
TEST_00339,3.6936855,0.0923326,-0.021398574
TEST_00340,2.296502,0.95877373,0.52327675
TEST_00341,3.6127546,0.13614562,0.06438873
TEST_00342,1.8562509,-0.55966574,-0.77948445
TEST_00343,1.5888911,-0.66716826,-0.3167127
TEST_00344,1.5361338,-0.14397763,-0.04539577
TEST_00345,1.664134,-0.106482096,-0.15690592
TEST_00346,2.572487,0.4365058,0.5593094
TEST_00347,3.8783727,0.34816906,-0.6951195
TEST_00348,1.9753171,0.53885037,0.0012661591
TEST_00349,2.0798366,-0.9931938,0.10362865
TEST_00350,3.3647802,-1.5566661,-0.31452644
TEST_00351,2.3455746,-0.76824576,-0.5667152
TEST_00352,3.3895547,-1.101643,1.2161357
TEST_00353,3.5320597,1.2053082,-0.6038791
TEST_00354,2.75653,0.29122224,-0.062339984
TEST_00355,1.895478,-0.06625673,0.085331485
TEST_00356,2.3035355,0.46995834,0.11791432
TEST_00357,2.8612673,-0.7649344,0.1901147
TEST_00358,1.378357,0.12093959,0.10123333
TEST_00359,2.905233,1.3901459,0.21101889
TEST_00360,3.1320522,1.9575856,1.3665979
TEST_00361,4.650694,0.25096,0.4426439
TEST_00362,2.5576155,-0.5256163,0.17306912
TEST_00363,3.0028129,0.10428843,-1.2564217
TEST_00364,3.7328212,-1.5109726,0.10309722
TEST_00365,2.9169078,0.674642,0.8722189
TEST_00366,5.1736975,-0.43962944,-0.18579945
TEST_00367,1.8808402,-0.46286282,-0.46236664
TEST_00368,1.0567828,0.18664719,-0.32849497
TEST_00369,4.313353,0.4282172,-0.49978843
TEST_00370,1.4421779,0.772265,0.16686825
TEST_00371,1.8772074,0.37202597,0.22366823
TEST_00372,1.6485912,0.47624487,0.6510584
TEST_00373,2.978883,0.3765567,0.20549145
TEST_00374,1.0849527,-0.30963132,-0.26138452
TEST_00375,3.4467227,0.9471491,-0.22871177
TEST_00376,1.0972023,-0.6975141,-0.1291991
TEST_00377,2.2367823,-0.1564756,0.4002571
TEST_00378,1.627686,-0.672164,-0.10242292
TEST_00379,1.802131,-0.91486835,-0.47024283
TEST_00380,2.7946048,-0.658682,0.3189594
TEST_00381,3.486362,0.019323125,0.32287082
TEST_00382,2.1685727,0.32532677,0.48315477
TEST_00383,4.038756,-0.41581562,-0.41120484
TEST_00384,2.1614773,-0.45413157,-0.52958286
TEST_00385,3.563673,-1.4746414,-0.09101597
TEST_00386,3.0222495,-0.031863388,-0.17292844
TEST_00387,2.1793818,0.02366497,-0.03739866
TEST_00388,1.6584893,-0.1022107,0.18966788
TEST_00389,2.417938,0.46473664,1.443138
TEST_00390,4.4312735,0.2833765,-0.65206945
TEST_00391,1.6166658,-0.5440291,-0.061395675
TEST_00392,3.0637085,1.6019635,1.5377607
TEST_00393,1.9277384,-0.18329641,0.5537574
TEST_00394,2.8726976,-0.60674506,0.57306814
TEST_00395,1.0242718,0.113147296,-0.22556691
TEST_00396,3.8255386,0.7620704,0.3190997
TEST_00397,3.3513904,0.8252709,-0.841765
TEST_00398,1.1743164,-0.12236254,0.28336486
TEST_00399,5.764271,1.0391154,0.27527118
TEST_00400,3.9175122,-0.12922023,0.24273011
TEST_00401,1.8427373,-1.1813773,-0.18438895
TEST_00402,3.72182,1.2800643,0.32905206
TEST_00403,3.0211384,-2.3589437,0.4050464
TEST_00404,3.1308122,-0.24733998,-0.48445848
TEST_00405,2.1999981,1.0727035,0.7390112
TEST_00406,2.9689283,-0.36545888,0.8354086
TEST_00407,1.3104005,0.8464655,-0.13620803
TEST_00408,4.532604,1.4834658,1.0826664
TEST_00409,3.189087,0.34352523,0.24969113
TEST_00410,1.6023201,0.45131463,0.4008385
TEST_00411,3.5941353,0.24027243,-0.33058056
TEST_00412,2.094613,-0.44776887,0.55164236
TEST_00413,2.3249295,-0.35036126,-0.09021268
TEST_00414,1.7281526,0.41106936,-0.12142908
TEST_00415,3.962378,1.0089289,-0.58689797
TEST_00416,1.6174632,0.27435663,-0.21483761
TEST_00417,3.611578,-1.431932,1.1960819
TEST_00418,1.8501201,0.25857556,0.23648839
TEST_00419,4.008879,0.4113052,0.48586524
TEST_00420,1.3547698,0.13576327,0.04638459
TEST_00421,2.9419954,-0.44799626,-1.0079691
TEST_00422,1.6400235,-0.10626211,-0.666032
TEST_00423,2.6086652,-0.7336549,-0.85596275
TEST_00424,1.1205974,-0.5283049,0.34105343
TEST_00425,2.5708957,0.81972814,0.2975482
TEST_00426,3.1090424,0.24670696,-0.7500795
TEST_00427,2.956822,-0.2870517,-0.5278623
TEST_00428,1.7756075,0.0134382155,0.22383276
TEST_00429,4.148293,0.037951075,0.07764147
TEST_00430,1.1429124,0.23836346,-0.32278928
TEST_00431,2.1831963,0.42074192,-0.05544783
TEST_00432,2.7694623,0.4640389,0.52242917
TEST_00433,2.6123054,1.1281222,-0.06474374
TEST_00434,1.2145679,-0.3603541,0.03663115
TEST_00435,1.8708992,0.75820893,-0.34599936
TEST_00436,2.165721,0.51648766,-0.01988772
TEST_00437,3.0544386,-1.0208558,0.43563616
TEST_00438,2.8016431,1.5650146,0.05195369
TEST_00439,2.46691,1.4343059,1.5443751
TEST_00440,2.9492567,0.4467903,0.63286126
TEST_00441,2.264444,1.078861,-0.9038
TEST_00442,2.7731671,0.3878703,-0.23932603
TEST_00443,3.5467966,1.0091308,0.0699118
TEST_00444,2.6719246,0.609622,0.45082325
TEST_00445,2.4750547,0.45064184,0.6283911
TEST_00446,1.9144402,0.45084888,0.027455086
TEST_00447,2.5078194,-0.38305077,-0.60200006
TEST_00448,5.057369,-0.36566517,-0.5636208
TEST_00449,4.807099,0.74937755,0.1581814
TEST_00450,3.2551208,0.43097532,1.0909839
TEST_00451,3.2877264,0.1065049,0.33947185
TEST_00452,4.2635636,-0.37081283,-1.0953285
TEST_00453,2.8808475,0.06128049,-0.27893275
TEST_00454,2.7744255,-0.35283598,0.66138405
TEST_00455,3.2574775,0.24794441,-0.4243089
TEST_00456,1.9415122,0.43111157,0.7182163
TEST_00457,3.7916207,1.103765,-0.69691837
TEST_00458,4.3993263,0.060201626,-0.2863747
TEST_00459,4.477474,1.4988854,-0.99834925
TEST_00460,1.8821113,0.47144043,0.3387921
TEST_00461,3.578369,0.41693917,1.2353443
TEST_00462,2.3403618,-0.06929015,0.89624095
TEST_00463,1.2634618,0.42394295,-0.19379072
TEST_00464,4.012821,0.6151328,-0.5297028
TEST_00465,2.8532052,0.08826219,0.048788823
TEST_00466,1.3104929,-0.663443,0.21559879
TEST_00467,4.177124,-0.1262409,0.53383714
TEST_00468,2.07707,0.119176835,-0.025262017
TEST_00469,2.3542936,-0.32530898,-1.5408024
TEST_00470,2.6913462,-0.15676197,-0.41411516
TEST_00471,1.3210968,-0.58400387,0.13874881
TEST_00472,1.2882795,-0.71307856,0.5421984
TEST_00473,3.045869,0.8531887,0.6856922
TEST_00474,2.8071191,0.38442725,-0.2866667
TEST_00475,1.5845988,0.020894803,0.7106946
TEST_00476,4.446464,1.3606879,0.5714032
TEST_00477,1.7852461,0.309021,0.22086106
TEST_00478,1.3453381,0.6936503,0.57033485
TEST_00479,3.620614,-0.29516935,1.6318759
TEST_00480,3.8296282,-0.552982,0.05717372
TEST_00481,4.0387464,0.005483228,1.0297456
TEST_00482,2.4631734,-0.32252115,0.20811182
TEST_00483,0.9718,-0.46777108,-0.1585227
TEST_00484,2.1446939,0.05363165,0.52096206
TEST_00485,1.6286044,0.5895904,0.04708233
TEST_00486,1.1858267,-0.42416865,0.2830209
TEST_00487,1.0868618,-0.026914474,0.36696717
TEST_00488,2.304273,1.1045359,-0.24498129
TEST_00489,3.2037683,0.2828657,-0.23087825
TEST_00490,2.0036862,0.8531468,0.3774997
TEST_00491,3.5987554,0.19086403,1.142356
TEST_00492,4.200451,0.88691574,1.546048
TEST_00493,2.5389836,-0.11573147,0.32342938
TEST_00494,1.9122751,1.0546867,0.0037310733
TEST_00495,1.777866,-0.3659058,-0.0608238
TEST_00496,2.176463,0.7098114,0.37124136
TEST_00497,1.9812095,-0.68057793,0.039202966
TEST_00498,5.375921,-0.8275244,1.7998823
TEST_00499,4.1210613,0.29927966,0.24783225
TEST_00500,1.9659314,0.67435926,0.46752435
TEST_00501,2.9584086,0.23241527,1.3217913
TEST_00502,1.895462,0.43606597,0.1511032
TEST_00503,1.7880193,0.3502015,0.058677275
TEST_00504,1.9826746,0.09487298,-0.49643072
TEST_00505,3.5387187,1.5465425,-0.24866457
TEST_00506,1.8907092,0.32163784,0.4817337
TEST_00507,1.3835707,-0.0068940576,-0.24984385
TEST_00508,2.2539146,-0.98491687,0.38131404
TEST_00509,1.3152097,-0.4350825,0.6735801
TEST_00510,2.0248864,-1.5543185,0.5988111
TEST_00511,2.6856792,-1.0295197,-0.45717525
TEST_00512,2.621957,1.1480407,-0.52355
TEST_00513,2.539992,0.636922,-0.5982836
TEST_00514,1.9089139,0.49567926,-0.22824477
TEST_00515,1.3252872,0.32036558,-0.10603505
TEST_00516,4.024625,-0.3771428,1.0287251
TEST_00517,1.6419863,-0.38508368,-0.17339054
TEST_00518,3.835143,0.49042836,-0.04438159
TEST_00519,3.5926147,-0.81875217,-0.96477515
TEST_00520,5.055464,-0.57650256,0.4813764
TEST_00521,2.1821358,-0.8403267,-0.088397525
TEST_00522,3.62594,1.3100317,-0.0917298
TEST_00523,2.1713295,-1.3561753,-0.27231628
TEST_00524,3.0814586,0.2945343,-0.3817947
TEST_00525,1.5823712,0.71035904,-0.20692284
TEST_00526,2.8029103,-0.79796135,-0.7569688
TEST_00527,1.7772361,1.0419694,0.23312427
TEST_00528,5.8054986,-0.63157666,-0.639317
TEST_00529,3.4864314,0.2411839,-0.1298155
TEST_00530,2.9308417,-0.06823734,-0.81088686
TEST_00531,3.8692486,-0.273556,-1.0505991
TEST_00532,2.48722,-0.95265603,0.25986376
TEST_00533,2.681258,0.23518354,-0.23869653
TEST_00534,1.6668373,0.98440677,0.75091374
TEST_00535,1.8884807,-0.6766809,-0.07863748
TEST_00536,3.0175126,0.2623386,1.6418766
TEST_00537,4.029519,-0.7014682,-0.6274305
TEST_00538,3.512819,-0.06481864,-0.5730399
TEST_00539,2.409525,0.9357229,-0.3216811
TEST_00540,1.0775214,-0.04494269,-0.16856337
TEST_00541,3.8263607,-0.40178245,0.3389342
TEST_00542,1.7714612,0.7804932,-0.10838138
TEST_00543,1.523123,0.46980754,0.1647508
TEST_00544,3.7274113,-0.39847296,-0.55317837
TEST_00545,2.8275886,0.08766559,1.5200722
TEST_00546,1.1778065,-0.31864512,-0.18782967
TEST_00547,3.1202636,0.37953287,-0.4742506
